0	247	249	193	241	277	281	149	179	212	190	186	254	214	266	184	193	180	200	235	217	238	315	245	245	151	143	209	249	157	141	283	281	232	223	236	229	161	173	223	269	194	263	237	252	267	223	190	167	252	251	239	217	180	243	220	168	198	221	266	245	256	208	178	174	200	171	208	243	204	231	176	270	241	254	184	212	219	206	276	252	261	216	254	256	227	172	241	216	186	210	257	174	285	223	194	240	260	178	288	167
1	103	118	106	97	112	107	90	84	88	92	98	132	97	101	75	92	90	109	93	97	95	97	99	92	109	94	111	100	96	80	87	102	123	108	110	102	96	98	101	104	94	106	94	111	119	110	114	105	110	87	123	119	92	115	106	108	113	102	103	97	122	102	98	96	93	100	86	83	83	105	113	97	94	107	109	92	122	105	112	110	91	102	116	102	121	109	101	102	105	96	107	115	95	93	93	94	102	98	103	85
2	49	62	63	55	44	49	67	59	44	45	75	47	58	53	58	62	59	54	64	62	67	42	51	61	69	64	63	47	68	79	45	41	58	57	70	56	78	63	50	57	48	44	68	49	58	57	79	58	45	65	64	63	76	59	60	62	62	57	54	52	57	62	52	63	69	64	57	64	51	48	52	55	47	37	58	64	63	51	35	62	47	62	48	49	59	61	56	49	64	49	51	64	50	67	66	61	62	54	38	55
3	31	25	40	27	24	30	50	38	43	32	47	26	35	25	33	44	40	38	40	38	36	23	34	29	36	49	39	38	37	47	23	28	30	36	27	23	38	37	18	39	51	36	40	37	22	25	41	49	20	37	25	31	36	27	37	35	44	28	20	34	24	32	41	35	40	48	34	28	35	37	33	27	31	39	38	28	35	41	20	35	34	41	25	35	27	38	29	34	37	38	38	46	32	33	35	27	35	45	35	52
4	26	13	23	19	16	12	31	31	20	28	21	10	23	19	32	22	27	25	22	15	21	10	17	15	29	33	23	18	31	36	20	16	15	15	24	29	32	25	16	10	21	14	22	17	14	17	20	24	24	18	21	19	37	20	18	27	21	23	17	15	20	25	19	29	28	24	33	20	27	21	19	13	29	25	31	17	19	20	24	15	12	18	14	20	22	28	19	27	22	32	19	26	18	19	24	13	20	32	15	31
5	9	10	19	18	5	7	17	17	15	15	19	6	19	10	16	25	29	15	13	20	8	4	17	16	32	20	14	11	27	23	10	7	11	16	9	14	20	22	26	6	21	7	13	11	8	13	19	21	16	9	8	18	11	12	16	19	16	16	14	15	10	14	24	16	10	12	23	18	30	12	17	11	13	13	18	27	11	15	9	7	12	12	13	10	9	23	16	17	17	14	12	17	9	17	18	14	10	13	6	21
6	9	6	14	6	7	4	17	24	15	13	9	5	10	8	14	14	20	11	8	12	15	5	5	11	10	17	13	10	18	17	4	8	8	8	2	10	16	18	12	4	11	14	5	7	5	9	9	13	8	5	7	8	14	10	7	9	8	12	4	9	5	12	16	17	12	14	8	9	12	12	15	8	11	8	13	14	9	12	9	7	8	10	9	7	9	11	6	10	14	10	1	20	0	10	17	7	4	10	3	16
7	2	4	6	4	7	2	14	10	19	12	9	6	7	9	15	2	6	12	3	7	3	1	9	8	8	21	4	7	11	12	4	5	4	11	3	6	8	12	16	2	8	5	5	6	4	9	8	11	7	5	3	7	11	2	7	16	8	6	9	5	2	12	9	12	9	13	7	8	12	5	20	6	10	7	9	8	3	17	1	1	7	7	4	7	9	14	12	8	7	10	4	6	5	8	10	10	1	15	3	14
8	9	5	5	7	1	1	9	9	6	7	6	4	10	3	11	7	5	10	6	8	6	1	8	8	13	9	2	3	10	10	4	1	3	5	4	5	15	8	7	1	10	5	5	4	1	6	6	7	1	1	4	3	4	3	5	9	4	3	3	6	1	8	14	11	4	10	10	7	9	7	9	4	7	4	7	7	3	6	3	1	4	6	1	4	3	8	8	11	12	11	5	6	2	4	6	11	1	10	1	11
9	3	1	7	7	1	0	7	9	6	8	6	1	5	1	8	6	7	7	2	3	2	1	1	5	4	6	4	3	10	12	3	2	3	4	6	2	8	6	4	1	5	2	1	1	1	4	2	8	3	5	1	4	5	1	4	4	4	6	3	5	2	2	6	2	5	10	6	5	9	6	4	5	1	1	6	5	4	5	1	1	7	3	3	1	2	9	4	2	4	5	2	1	1	4	6	6	2	10	3	10
